SampleID	faith_pd
F346	10.24823181
F347	10.83797334
F348	17.65803489
F349	11.04511274
F350	59.73519916
F351	28.15900272
F352	114.2642736
F353	92.45637545
F354	81.43248111
F355	106.9120042
F356	105.7414247
F357	94.19436943
F358	61.19322711
F359	37.82449575
F360	66.75972193
F361	67.74524257
F362	18.62484518
F363	90.38909539
F364	88.0066402
F365	58.09216019
F366	121.6479236
F367	89.96429325
F368	66.76993858
F369	86.45342462
