SampleID	shannon_entropy
F346	5.253628355
F347	3.058267795
F348	6.80121188
F349	5.85925826
F350	9.670618045
F351	7.223463171
F352	10.40288212
F353	9.536973346
F354	8.959092455
F355	9.865750403
F356	9.724708671
F357	9.787205445
F358	9.12901452
F359	9.081486539
F360	9.506460962
F361	8.935267894
F362	8.013602977
F363	9.759448027
F364	9.60280967
F365	8.782794975
F366	10.14339352
F367	9.143801255
F368	9.397911172
F369	9.650222163
