"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"b05fb7943fcf8d66b39d7c46c3674d9b",28.5544777491118,-5.17370645786959,0.947874794410392,-5.45821714890921,4.80939254967697e-08,3.72468955308829e-06,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","MND1","uncultured_Rhodocyclaceae"
"9855d74fc52232e9640e48c4ede3035c",46.4235942312118,-6.2166919588562,0.988894436488665,-6.28650716342407,3.24688041771532e-10,9.08044223487718e-08,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium",NA
"ec5d169f61c6d8b8e2f8c8b7131a6c87",24.6284890277604,5.2870639698757,0.973258071436482,5.43233508669725,5.56213496107436e-08,4.1176157932424e-06,"Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium",NA
"d5f3670e0e108266923decb5e2325cca",34.1762055199968,-5.76785896998785,1.00092622970682,-5.76252155134083,8.28664576232364e-09,8.87552654628452e-07,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","uncultured",NA
"a5682b3a9ee8836002ff4c44b7fd3006",56.0010653533005,-4.02978344087297,1.08598479836081,-3.71071809380347,0.000206672154912723,0.00462394501258065,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","uncultured",NA
"4a0a94207879e1d1af8bfed1605439cf",6.30353153779388,-3.20701855451153,0.911259929780783,-3.51932357574751,0.000432648680764224,0.00831279946170649,"Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","uncultured","uncultured","metagenome"
"2e4bd538963cf2e798f10cd619d42c69",4.61458260070077,2.70124988468271,0.886786917110697,3.04610931054762,0.00231823538075272,0.0321487518091162,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Pedomicrobium",NA
"bce5ba2fd2beb16de1d278da6da9f68c",4.30613193803789,-2.58287819340095,0.849810295651248,-3.0393585563959,0.00237082500998186,0.0325721777759884,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Bosea",NA
"ce396b74e6fb44eebb3ee8e96db44080",27.0697770207535,-3.01807155935254,1.01893760619083,-2.96197877182609,0.00305668857457429,0.0395562218108148,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Xiphinematobacteraceae","Candidatus_Xiphinematobacter","metagenome"
"9861735d2fcc99434c938d668b7783d2",44.0222992183875,5.390064489075,1.0307831036936,5.22909666423596,1.70340289446285e-07,1.05863335441062e-05,"Bacteria","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces_xinghaiensis"
"dd6f32d9a5584ff0d17e7dd5c538b147",24.2420493974893,-5.26148590989597,0.970766672815,-5.41992845164211,5.96228926354689e-08,4.22734706375987e-06,"Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","Steroidobacter",NA
