OTUID	F346	F347	F348	F350	F351	F352	F353	F354	F355	F356	F357	F358	F359	F360	F361	F362	F363	F364	F365	F366	F367	F368	F369	taxonomy
6447bfa064d701ae80add59d6e290fbe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	23	0	0	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Filobasidiales; f__Piskurozymaceae; g__Piskurozyma
e375e08656f997cf3f28dcbe71a3558f	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales
ad132ca7453353d44405fc3b1aa8faf4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	14	10	0	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales
b4af099408c169899e3ed1bf6cfba417	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Chytridiomycota; c__Rhizophydiomycetes; o__Rhizophydiales
c5c5db50853622e70d3f7e4791db52ab	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales
fb9e5e7fe644ff85455c739107dfb8b0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales
0a245718794dae34d17b3f801d8e4e38	0	0	3	6	0	0	0	0	0	0	0	78	9	0	0	0	0	256	935	692	580	119	706	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae
f01635794a54dc9998209d5d98007463	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__unidentified; g__unidentified; s__unidentified
04e56a792a34a9a67e6da28d921f7043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Strophariaceae; g__Tubaria; s__unidentified
7bbd1ffa790c3fc318349aa4fc0217b2	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Niessliaceae
f5cf06b300eb2b9ffe3a118483a760ea	0	0	0	0	0	184	18	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales
4e63764dfce72cfcd67c118d03ecbf74	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	1284	0	0	0	271	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Psathyrellaceae; g__Coprinopsis
930cf059349602ff51190cee2da08205	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales
05e941030e9fadcd1982b3035dec4c2e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Psathyrellaceae; g__Psathyrella
6388b0d97acec299e6e3a8e0f2d468b3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Atheliales
0c1c69a192b5426c3fd503df0ef089d5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Cantharellales; f__Botryobasidiaceae; g__Botryobasidium
8935a457785fa2079ae665fa31dfd8e9	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Pyronemataceae
54c2c70b4b4cd14c60fed3c1c3ec5ff4	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales
6037b2da78060ab9c31cbd007a240d57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Microbotryomycetes_ord_Incertae_sedis; f__Chrysozymaceae; g__Pseudohyphozyma
f1282e67754ec7acda07003380edc955	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Pluteaceae; g__Pluteus
92044f6ee2dfa7477714e8cb09686fd4	0	0	0	144	0	51	78	183	19	253	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Sarcoscyphaceae; g__Sarcoscypha
857e68fc438808c0e4e8861fec55bb36	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Dothideomycetes
a5cf7c5ce38aca50c9f8991c768964a4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	8	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Strophariaceae; g__Psilocybe
847de4b593024aa7035db2fd2d6b7b98	0	0	0	0	0	398	741	2894	3766	348	349	0	0	0	0	0	0	0	0	99	0	0	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Venturiales; f__Venturiaceae
7690f092a53aa16dd54f30745abc212e	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Melanosporales; f__Ceratostomataceae
fd63c173f774dd9dd2adcff4a1836933	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Microbotryomycetes_ord_Incertae_sedis; f__Chrysozymaceae
3a5aa94de1c90dea82eae205d0c43819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	569	0	0	0	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Venturiales
0ba33ad9df328f5cd685c4cbf28338f3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Hyaloscyphaceae
1dd4b333804ec80a331076dc592b1f29	0	0	0	0	0	0	0	0	112	11	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__Xylariaceae
8563c99b32cc7bad88fa8ef49c5dfd93	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__unidentified; g__unidentified; s__unidentified
5d37b9241d4685776269d0b4772fb1db	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Orbiliomycetes; o__Orbiliales; f__Orbiliaceae
a0c56b7191280669ed6df98cd72a23d3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	72	0	7	5	0	k__Fungi; p__Ascomycota; c__Orbiliomycetes; o__Orbiliales; f__Orbiliaceae
cc4943e1c9559d4ed028ccbced41259a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Chaetosphaeriales
f3e7d20736ad346a91090dfc2e2e9fed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	k__Fungi; p__Ascomycota; c__Leotiomycetes
f7c78b86bb2dc0ffba00e129cdca99d9	0	0	0	0	0	11	64	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	5	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae
355b82818a78b06cae6cfdd5d41b057c	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__unidentified; f__unidentified; g__unidentified; s__unidentified
accd7c2012051958f3e172025cc34909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Pezizaceae; g__Peziza
f2b74cf770751ad1bf6bc6e5a36056db	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Dothideomycetes
b487eb04c456ce07e44fbc8545b81701	0	0	0	0	0	27	0	0	0	0	0	0	0	52	5	138	0	0	10	63	94	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae
1845fef97d347b723d1660987dc4264f	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Debaryomycetaceae; g__Debaryomyces
2812fbf0192523610b18d7405a0d8794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Entolomataceae; g__Clitopilus
ac7b6d50808f2c50256ed15207c4c68f	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Niessliaceae
3027c5103a688a764e09ee76c4daa3b3	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	8	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales
a799d7a23f9920cfb82a3dd841d8fdb5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales
621a83fea1cfd09efcc3c3fc01035f53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Myxotrichaceae; g__Oidiodendron
3064221a46b7ea12f802b70a467fb815	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Pluteaceae; g__Pluteus
abbc909d00d9b573db78197a2add5297	0	0	0	0	0	0	0	0	0	0	0	0	39	94	44	0	145	8	387	87	23	0	37	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__Xylariales_fam_Incertae_sedis; g__Castanediella
39eba01b8b91078e0cfb8001b28861e9	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Leotiomycetes
7bdb4b211c71de55ee1d0553c063325f	0	0	78	315	176	237	383	495	278	521	187	0	0	0	0	0	0	25	28	148	512	274	46	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Penicillium
290d548379429f374136144aabc8c683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Trichosporonales; f__Trichosporonaceae
86f573298c65374075f8316cd58c6078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0	0	0	4	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Stephanosporaceae
9995454ce07b941cfcb29ea276b1abbd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales
59109be64f96b05b110812705feff650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Diaporthales; f__Diaporthaceae; g__Diaporthe
3e94acc0831debbcb9283c62c2bd6ba9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	30	28	79	4	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales
37c3149e255f15b554488bc2b1bb2a54	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreaceae; g__Trichoderma; s__Trichoderma_aureoviride
37fb79b94e67d9424390cdb5efbb3d3a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Cladophialophora; s__unidentified
ae702d8167936ce7aa3f856254fe2ac1	1	0	0	0	0	110	187	63	26	297	0	5	0	0	0	0	0	265	0	139	0	393	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Clavicipitaceae
d956ec0924784985afaee14fc29338ec	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales
6f3f1d79e5d1ed62879b3e76a4cafda6	0	0	0	0	0	358	44	181	206	279	16	0	0	0	0	0	0	0	0	0	138	0	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Trechisporales; f__Hydnodontaceae; g__Subulicystidium
ccb50de0667b88ce989ccf80c2c3ea63	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__unidentified; g__unidentified; s__unidentified
52fc9116aec15e25f01fa85e24ab0a53	0	0	0	0	84	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreales_fam_Incertae_sedis; g__Acremonium
63eb2a0bc2dc0cfbff578093048f4762	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Basidiomycota; c__Dacrymycetes; o__Dacrymycetales; f__Dacrymycetaceae; g__Dacrymyces
9d2f8855c9fd4fe9ed6d72c9703db2ba	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__unidentified; f__unidentified; g__unidentified; s__unidentified
1a9eb98dc52e42f79b963c429ca302b8	0	0	0	0	0	0	33	3	176	0	0	0	0	0	0	0	0	0	0	6	0	0	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Auriculariales; f__unidentified; g__unidentified; s__unidentified
461cca90dee42bfae9f79368d1fd7ce6	0	0	0	0	0	334	378	739	255	422	799	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae
ddebafd61887d0ec00cf1006ed45a688	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	121	0	0	27	11	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Venturiales
cda6d056eb37c19c4451bb0669d1ae2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__unidentified; g__unidentified; s__unidentified
518ab3e7f64913dfd09abb3cedead518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	19	k__Fungi; p__Basidiomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified
a5bf4ae6d1134eddc1e4843369043366	0	0	0	0	0	10	0	21	102	58	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales
843a0f412d4463b098f502e1fc487e0a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Microbotryomycetes_ord_Incertae_sedis
811b9b563b82c63a0ff94b9a700c640f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Chaetosphaeriales; f__Chaetosphaeriaceae; g__Sporoschisma
97f67e8f57ab75996593f4d5fd326714	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	189	262	20	55	0	31	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales
321246ce4a999ab48cc2effec6cf4e1c	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__Xylariaceae; g__Xylaria; s__unidentified
2a21e94617b9b07f7714512e9f11e1e7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	k__Fungi; p__Ascomycota
75b169411f3e691042785be0f831835f	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Agaricaceae
d063b55aac0e2d06936c63229960c7da	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Onygenales; f__Gymnoascaceae; g__Leucothecium; s__unidentified
e358718d35ac6815a7c89fdb3336713b	0	0	0	0	0	0	0	0	0	0	1026	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Sebacinales
f0f318cb679c3ec312ecd8771dd45643	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Orbiliomycetes; o__Orbiliales; f__Orbiliaceae; g__unidentified; s__unidentified
f52784386ba31d61662c5eeff5503db4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae
bcbd67a67b34f84594222723839380df	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporaceae; g__Stemphylium
8250294800f736c00189b036d1c8d00a	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreales_fam_Incertae_sedis; g__Acremonium
4c1f5c80119e0ef1e0c04fdc3eb9c53e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	k__Fungi; p__Basidiomycota; c__Spiculogloeomycetes; o__Spiculogloeales; f__unidentified; g__unidentified; s__unidentified
2767ae2139bbf03b3e910a4acf0d5f1e	0	0	0	187	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Pyronemataceae; g__Wilcoxina
5ca231329b1f922d5983305df8dfc69d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	346	0	0	0	0	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales
6ddb5796b90f853853d99c6b1e520972	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales
b44cda1c98d9828440c3bad01e153ffa	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Capronia; s__unidentified
c3d591eda05184708c47efe49f601548	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae
5951eaa024bf97e1a07a60e649179728	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales
52adb5b02f9d446caa7dd0ad1ddc0dea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Chaetosphaeriales; f__Chaetosphaeriaceae
060b7b36f7832d5b3be388d6a0b997df	0	50	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Microascales; f__Microascaceae; g__Pithoascus
6a879b10f057596e7300a2b0840399f5	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Microascales
0102a605229b33691e1290ffa49ad515	0	0	0	0	0	123	26	305	35	135	56	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales
1c4be42e851c7ec99edba5bf6978e2a9	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Bulleribasidiaceae; g__Bulleribasidium
22dac80800406a3fa39f14f6ffeaa34e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	209	26	313	7	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Venturiales; f__Sympoventuriaceae
78a6b52551967d473ce1cc2e533c3f12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales
f036e99bcaadfbc60c896672c663ab02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Bionectriaceae
10f6504ba544d910664bc2b623620e20	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales
a51e62c3e8435381153e90ae7adc1de9	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Ophiocordycipitaceae
8ab19d5b8fa8fd99f6cb2832ba890ec1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Sebacinales; f__unidentified; g__unidentified; s__unidentified
2fec9c74094a5a0289006731c8fb9424	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Clavariaceae; g__unidentified; s__unidentified
50c0aa55429623a4cab46a54f8b88268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Bolbitiaceae; g__Bolbitius
8b65cd6c47a9157b27ade56be39522d8	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Sebacinales
95dbe16c0b408d542bb135ceed54e818	0	0	0	0	0	96	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae
d39183dcbcfe69f5821e09f5ebef26f4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Rozellomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified
b56c496c29c235161ad24e2250fdc3f2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Mycosphaerellaceae
3713cb6562c0addc089ab621d444b3b0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales
723c4e8b42ccf099912da857e103cd63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	293	146	0	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales
6427d5b98867a9908ace499afd1e1a69	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota
234754297f825817b74969b57738fa6c	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota
e197c3878eb5a2c569c0fafded28e87d	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Venturiales; f__Sympoventuriaceae
697c776fdbbdc91c5001453f42cf5ad6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	7	0	0	26	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unidentified
9fef5d672531fa03ecdb9a7f25920e8e	0	0	0	0	0	214	470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Cyphellophoraceae; g__Cyphellophora
b9f44cef17652ed4d493156fded7d22b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	143	78	21	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Sebacinales; f__Serendipitaceae; g__Serendipita; s__unidentified
f04803e907a863466cb13874e2647b80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Myxotrichaceae; g__Oidiodendron
8a664c8bacb0bcfa3d2f0f311e2d2827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	22	39	1	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales
42541709483a01e010f4573343c9cf14	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales
281cf33b8b4259038c6c96ae01bdc560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	218	0	141	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Chaetosphaeriales; f__Chaetosphaeriaceae
d0e2d191764a94dd884a5fed3e2b5e52	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__Xylariaceae
ef12d9ab8552291d19a6f1b19679e744	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Basidiomycota; c__Microbotryomycetes
