SampleID	shannon_entropy
F346	0.152545434
F347	0.125907887
F348	0.390234865
F350	1.174477936
F351	0.387544745
F352	5.776867885
F353	4.807466789
F354	5.595456294
F355	4.508776886
F356	5.348784706
F357	4.261253676
F358	0.888961701
F359	0.282603119
F360	0.190648972
F361	0.249716372
F362	0.568576542
F363	0.128867286
F364	3.069780374
F365	5.631792292
F366	4.935853638
F367	5.967036782
F368	4.741525646
F369	2.44416978
